Date,Open,High,Low,Close,Adj Close,Volume
1993-03-23,44.906250,44.937500,44.812500,44.875000,25.490511,55200
1993-03-24,44.812500,45.062500,44.593750,44.875000,25.490511,37200
1993-03-25,44.906250,45.250000,44.843750,45.156250,25.650297,110100
1993-03-26,45.125000,45.156250,44.875000,44.906250,25.508284,101500
1993-03-29,44.937500,45.312500,44.937500,45.093750,25.614796,87100
1993-03-30,45.156250,45.218750,45.093750,45.218750,25.685789,56000
1993-03-31,45.343750,45.468750,45.187500,45.187500,25.668032,111600
1993-04-01,45.250000,45.250000,44.937500,45.031250,25.579287,129500
1993-04-02,44.656250,44.656250,44.093750,44.093750,25.046762,59400
1993-04-05,44.437500,44.437500,44.187500,44.312500,25.171028,172200
1993-04-06,44.406250,44.406250,44.062500,44.187500,25.099993,129700
1993-04-07,44.250000,44.343750,44.156250,44.343750,25.188765,28000
1993-04-08,44.531250,44.531250,44.093750,44.281250,25.153271,180800
1993-04-12,44.718750,44.937500,44.656250,44.906250,25.508284,348500
1993-04-13,44.875000,45.156250,44.843750,45.000000,25.561527,146100
1993-04-14,45.031250,45.062500,44.906250,44.937500,25.526043,119600
1993-04-15,44.906250,45.031250,44.750000,44.937500,25.526043,148600
1993-04-16,44.968750,45.031250,44.875000,44.937500,25.526043,47900
1993-04-19,44.937500,45.062500,44.718750,44.750000,25.419525,157000
1993-04-20,44.687500,44.750000,44.250000,44.531250,25.295254,279500
1993-04-21,44.625000,44.625000,44.375000,44.500000,25.277514,67900
1993-04-22,44.312500,44.687500,43.937500,43.937500,24.957993,97700
1993-04-23,43.843750,43.968750,43.687500,43.750000,24.851494,106000
1993-04-26,43.781250,43.937500,43.281250,43.406250,24.656229,62600
1993-04-27,43.343750,43.875000,43.343750,43.875000,24.922493,156800
1993-04-28,43.812500,43.906250,43.718750,43.781250,24.869249,85900
1993-04-29,43.875000,43.968750,43.625000,43.968750,24.975740,85000
1993-04-30,44.125000,44.281250,44.031250,44.031250,25.011255,88500
1993-05-03,44.093750,44.312500,43.906250,44.312500,25.171028,80500
1993-05-04,44.406250,44.625000,44.343750,44.468750,25.259769,149100
1993-05-05,44.468750,44.750000,44.468750,44.593750,25.330774,109000
1993-05-06,44.531250,44.562500,44.406250,44.437500,25.242016,54700
1993-05-07,44.468750,44.468750,44.281250,44.343750,25.188765,68000
1993-05-10,44.406250,44.687500,44.406250,44.437500,25.242016,113900
1993-05-11,44.437500,44.625000,44.312500,44.625000,25.348520,42600
1993-05-12,44.437500,44.593750,44.437500,44.562500,25.313025,31000
1993-05-13,44.375000,44.375000,44.000000,44.031250,25.011255,129100
1993-05-14,44.031250,44.156250,43.968750,44.000000,24.993494,63500
1993-05-17,44.125000,44.156250,43.937500,44.156250,25.082262,34000
1993-05-18,44.187500,44.218750,43.968750,44.125000,25.064518,105200
1993-05-19,44.125000,45.031250,43.843750,45.031250,25.579287,50200
1993-05-20,45.031250,45.156250,44.937500,45.156250,25.650297,98200
1993-05-21,45.187500,45.250000,44.718750,44.750000,25.419525,221400
1993-05-24,44.843750,45.093750,44.843750,44.937500,25.526043,30500
1993-05-25,45.125000,45.125000,45.031250,45.031250,25.579287,191800
1993-05-26,45.156250,45.625000,45.125000,45.593750,25.898804,102400
1993-05-27,45.656250,45.656250,45.375000,45.437500,25.810047,53800
1993-05-28,45.406250,45.406250,45.000000,45.218750,25.685789,79100
1993-06-01,45.375000,45.812500,45.312500,45.656250,25.934305,28300
1993-06-02,45.531250,45.750000,45.343750,45.593750,25.898804,20300
1993-06-03,45.500000,45.500000,45.343750,45.437500,25.810047,21600
1993-06-04,45.312500,45.312500,45.093750,45.281250,25.721302,32000
1993-06-07,45.375000,45.375000,45.125000,45.125000,25.632542,121400
1993-06-08,45.000000,45.000000,44.718750,44.718750,25.401766,104500
1993-06-09,44.875000,45.062500,44.812500,44.875000,25.490511,43300
1993-06-10,44.843750,44.937500,44.750000,44.906250,25.508284,17900
1993-06-11,45.062500,45.156250,44.906250,45.093750,25.614796,647400
1993-06-14,45.156250,45.187500,45.031250,45.031250,25.579287,64200
1993-06-15,45.093750,45.125000,44.937500,44.937500,25.526043,142400
1993-06-16,44.937500,45.031250,44.812500,45.031250,25.579287,330900
1993-06-17,45.125000,45.187500,45.031250,45.187500,25.668032,37400
1993-06-18,44.843750,44.843750,44.500000,44.500000,25.456659,58500
1993-06-21,44.625000,44.625000,44.531250,44.593750,25.510294,29300
1993-06-22,44.656250,44.656250,44.562500,44.625000,25.528170,137500
1993-06-23,44.625000,44.625000,44.218750,44.218750,25.295774,227600
1993-06-24,44.343750,44.812500,44.343750,44.812500,25.635427,243700
1993-06-25,44.781250,44.906250,44.750000,44.781250,25.617556,44800
1993-06-28,45.000000,45.281250,44.937500,45.281250,25.903593,439900
1993-06-29,45.218750,45.218750,45.000000,45.062500,25.778440,207500
1993-06-30,45.125000,45.218750,45.000000,45.062500,25.778440,437600
1993-07-01,45.125000,45.125000,44.875000,44.937500,25.706951,605700
1993-07-02,44.781250,44.812500,44.531250,44.687500,25.563931,285400
1993-07-06,44.625000,44.750000,44.156250,44.218750,25.295774,246400
1993-07-07,44.187500,44.406250,44.187500,44.343750,25.367281,343700
1993-07-08,44.375000,44.937500,44.312500,44.843750,25.653311,248200
1993-07-09,44.843750,44.968750,44.750000,44.968750,25.724808,378200
1993-07-12,44.906250,44.968750,44.843750,44.937500,25.706951,373700
1993-07-13,44.968750,45.093750,44.656250,44.906250,25.689068,389600
1993-07-14,44.937500,45.187500,44.906250,45.062500,25.778440,617300
1993-07-15,45.031250,45.031250,44.781250,44.875000,25.671169,443800
1993-07-16,44.906250,44.937500,44.687500,44.750000,25.599684,216400
1993-07-19,44.750000,44.750000,44.593750,44.718750,25.581793,188200
1993-07-20,44.687500,44.843750,44.468750,44.843750,25.653311,68500
1993-07-21,44.781250,44.812500,44.656250,44.812500,25.635427,142700
1993-07-22,44.750000,44.812500,44.500000,44.500000,25.456659,632400
1993-07-23,44.593750,44.718750,44.562500,44.718750,25.581793,286200
1993-07-26,44.843750,45.062500,44.843750,44.968750,25.724808,121300
1993-07-27,45.000000,45.031250,44.781250,44.937500,25.706951,92800
1993-07-28,44.843750,44.937500,44.781250,44.843750,25.653311,30800
1993-07-29,44.937500,45.218750,44.875000,45.093750,25.796331,331000
1993-07-30,45.093750,45.093750,44.781250,44.843750,25.653311,75300
1993-08-02,44.906250,45.125000,44.906250,44.968750,25.724808,41300
1993-08-03,45.062500,45.187500,44.843750,45.000000,25.742691,81600
1993-08-04,45.000000,45.093750,44.875000,45.000000,25.742691,434000
1993-08-05,45.000000,45.000000,44.843750,44.906250,25.689068,36800
1993-08-06,45.031250,45.062500,44.906250,44.968750,25.724808,402300
1993-08-09,45.093750,45.343750,45.000000,45.218750,25.867836,828200
1993-08-10,45.187500,45.218750,45.125000,45.187500,25.849955,604900
1993-08-11,45.156250,45.312500,45.156250,45.187500,25.849955,542200
1993-08-12,45.312500,45.312500,44.906250,45.062500,25.778440,303700
1993-08-13,45.093750,45.156250,45.093750,45.125000,25.814209,103500
1993-08-16,45.156250,45.500000,45.156250,45.375000,25.957220,241800
1993-08-17,45.343750,45.531250,45.343750,45.531250,26.046602,369300
1993-08-18,45.687500,45.875000,45.656250,45.781250,26.189611,414300
1993-08-19,45.812500,45.812500,45.718750,45.781250,26.189611,28500
1993-08-20,45.687500,45.812500,45.656250,45.812500,26.207481,80700
1993-08-23,45.625000,45.750000,45.625000,45.718750,26.153866,15600
1993-08-24,45.718750,46.218750,45.718750,46.218750,26.439905,273400
1993-08-25,46.218750,46.437500,46.156250,46.250000,26.457771,242300
1993-08-26,46.281250,46.531250,46.093750,46.281250,26.475649,120000
1993-08-27,46.156250,46.250000,46.156250,46.250000,26.457771,25700
1993-08-30,46.281250,46.500000,46.281250,46.437500,26.565031,183500
1993-08-31,46.406250,46.562500,46.343750,46.562500,26.636536,66500
1993-09-01,46.406250,46.593750,46.406250,46.500000,26.600786,136500
1993-09-02,46.531250,46.593750,46.312500,46.343750,26.511402,472400
1993-09-03,46.312500,46.437500,46.250000,46.375000,26.529274,630500
1993-09-07,46.375000,46.437500,46.000000,46.062500,26.350494,196400
1993-09-08,46.062500,46.062500,45.593750,45.906250,26.261112,269900
1993-09-09,45.718750,46.031250,45.718750,46.000000,26.314760,239200
1993-09-10,46.125000,46.437500,46.062500,46.406250,26.547153,106500
1993-09-13,46.562500,46.562500,46.437500,46.437500,26.565031,66900
1993-09-14,46.312500,46.312500,46.093750,46.250000,26.457771,184500
1993-09-15,46.062500,46.406250,45.906250,46.375000,26.529274,101000
1993-09-16,46.312500,46.343750,46.156250,46.187500,26.422014,54300
1993-09-17,45.875000,45.906250,45.750000,45.812500,26.370781,200900
1993-09-20,45.875000,45.968750,45.437500,45.437500,26.154922,57800
1993-09-21,45.500000,45.562500,44.812500,45.281250,26.064995,318200
1993-09-22,45.437500,45.718750,45.375000,45.656250,26.280840,439700
1993-09-23,45.781250,45.937500,45.718750,45.906250,26.424736,88500
1993-09-24,45.843750,45.875000,45.718750,45.781250,26.352798,53500
1993-09-27,46.125000,46.281250,46.125000,46.281250,26.640606,274600
1993-09-28,46.312500,46.312500,46.156250,46.187500,26.586639,158300
1993-09-29,46.187500,46.312500,45.968750,46.031250,26.496712,221000
1993-09-30,46.031250,46.125000,45.843750,45.937500,26.442728,99300
1993-10-01,45.875000,46.218750,45.812500,46.156250,26.568653,22700
1993-10-04,46.218750,46.218750,46.093750,46.218750,26.604641,1038500
1993-10-05,46.312500,46.312500,46.000000,46.156250,26.568653,436500
1993-10-06,46.187500,46.375000,46.125000,46.125000,26.550663,209200
1993-10-07,46.187500,46.187500,45.968750,46.000000,26.478714,59400
1993-10-08,46.125000,46.156250,45.718750,46.062500,26.514683,54400
1993-10-11,46.156250,46.250000,46.156250,46.156250,26.568653,467100
1993-10-12,46.218750,46.250000,46.187500,46.218750,26.604641,26200
1993-10-13,46.250000,46.250000,46.156250,46.218750,26.604641,139100
1993-10-14,46.406250,46.812500,46.281250,46.812500,26.946413,108100
1993-10-15,47.031250,47.156250,46.906250,47.062500,27.090317,1502500
1993-10-18,47.031250,47.031250,46.875000,46.937500,27.018373,722400
1993-10-19,46.875000,46.968750,46.593750,46.593750,26.820499,880100
1993-10-20,46.750000,46.750000,46.562500,46.656250,26.856480,230400
1993-10-21,46.687500,46.687500,46.531250,46.593750,26.820499,56200
1993-10-22,46.656250,46.843750,46.375000,46.375000,26.694567,390700
1993-10-25,46.406250,46.562500,46.281250,46.500000,26.766529,114500
1993-10-26,46.468750,46.500000,46.312500,46.468750,26.748537,186200
1993-10-27,46.406250,46.531250,46.406250,46.500000,26.766529,118400
1993-10-28,46.562500,46.968750,46.562500,46.843750,26.964401,129600
1993-10-29,46.812500,46.875000,46.781250,46.843750,26.964401,80700
1993-11-01,46.781250,47.000000,46.781250,46.968750,27.036352,36400
1993-11-02,46.906250,47.000000,46.656250,46.937500,27.018373,262100
1993-11-03,46.906250,46.906250,46.125000,46.343750,26.676582,479100
1993-11-04,46.343750,46.343750,45.812500,45.843750,26.388771,130400
1993-11-05,45.718750,46.062500,45.531250,46.062500,26.514683,363200
1993-11-08,46.093750,46.250000,45.968750,46.125000,26.550663,367600
1993-11-09,46.437500,46.468750,46.125000,46.156250,26.568653,246900
1993-11-10,46.156250,46.500000,46.031250,46.500000,26.766529,46500
1993-11-11,46.500000,46.625000,46.343750,46.375000,26.694567,88900
1993-11-12,46.468750,46.750000,46.437500,46.593750,26.820499,108200
1993-11-15,46.687500,46.687500,46.437500,46.562500,26.802504,243300
1993-11-16,46.656250,46.812500,46.468750,46.781250,26.928419,492600
1993-11-17,46.812500,46.812500,46.406250,46.531250,26.784517,39600
1993-11-18,46.468750,46.562500,46.281250,46.406250,26.712563,240800
1993-11-19,46.250000,46.375000,46.218750,46.312500,26.658609,106000
1993-11-22,46.187500,46.218750,45.875000,46.031250,26.496712,165300
1993-11-23,46.281250,46.312500,46.031250,46.281250,26.640606,89700
1993-11-24,46.406250,46.500000,46.343750,46.468750,26.748537,77200
1993-11-26,46.593750,46.593750,46.468750,46.500000,26.766529,1019800
1993-11-29,46.625000,46.718750,46.312500,46.312500,26.658609,517500
1993-11-30,46.281250,46.562500,46.250000,46.343750,26.676582,230000
1993-12-01,46.593750,46.625000,46.406250,46.406250,26.712563,379200
1993-12-02,46.500000,46.562500,46.406250,46.531250,26.784517,352000
1993-12-03,46.500000,46.718750,46.500000,46.718750,26.892448,306000
1993-12-06,46.781250,46.937500,46.781250,46.875000,26.982389,99500
1993-12-07,46.875000,46.906250,46.781250,46.843750,26.964401,88800
1993-12-08,46.843750,46.843750,46.781250,46.843750,26.964401,146700
1993-12-09,46.843750,46.906250,46.625000,46.687500,26.874470,416500
1993-12-10,46.718750,46.718750,46.500000,46.593750,26.820499,412900
1993-12-13,46.593750,46.875000,46.531250,46.875000,26.982389,273200
1993-12-14,46.906250,46.906250,46.531250,46.531250,26.784517,41900
1993-12-15,46.593750,46.625000,46.468750,46.468750,26.748537,82600
1993-12-16,46.656250,46.656250,46.562500,46.625000,26.838476,78200
1993-12-17,46.406250,46.593750,46.375000,46.562500,26.985975,104700
1993-12-20,46.531250,46.656250,46.500000,46.625000,27.022203,68800
1993-12-21,46.562500,46.562500,46.406250,46.468750,26.931650,205700
1993-12-22,46.593750,46.812500,46.500000,46.781250,27.112757,410300
1993-12-23,46.750000,46.843750,46.687500,46.750000,27.094652,533800
1993-12-27,46.750000,47.000000,46.750000,47.000000,27.239532,447100
1993-12-28,46.968750,47.125000,46.937500,47.093750,27.293865,880600
1993-12-29,47.125000,47.156250,47.000000,47.031250,27.257654,266700
1993-12-30,47.000000,47.000000,46.750000,46.843750,27.148981,219900
1993-12-31,46.937500,47.000000,46.562500,46.593750,27.004082,312900
1994-01-03,46.593750,46.656250,46.406250,46.468750,26.931650,960900
1994-01-04,46.531250,46.656250,46.468750,46.656250,27.040325,164300
1994-01-05,46.718750,46.781250,46.531250,46.750000,27.094652,710900
1994-01-06,46.812500,46.843750,46.687500,46.750000,27.094652,201000
1994-01-07,46.843750,47.062500,46.718750,47.031250,27.257654,775500
1994-01-10,47.093750,47.593750,46.968750,47.593750,27.583647,593700
1994-01-11,47.562500,47.562500,47.343750,47.500000,27.529324,295200
1994-01-12,47.531250,47.531250,47.187500,47.343750,27.438768,158400
1994-01-13,47.218750,47.312500,47.156250,47.218750,27.366316,244300
1994-01-14,47.375000,47.500000,47.375000,47.406250,27.474981,137200
1994-01-17,47.406250,47.468750,47.312500,47.406250,27.474981,17700
1994-01-18,47.468750,47.531250,47.375000,47.468750,27.511204,166400
1994-01-19,47.406250,47.468750,47.250000,47.343750,27.438768,200800
1994-01-20,47.406250,47.500000,47.375000,47.468750,27.511204,281100
1994-01-21,47.531250,47.531250,47.343750,47.375000,27.456882,85600
1994-01-24,47.343750,47.562500,47.187500,47.187500,27.348215,373800
1994-01-25,47.218750,47.250000,47.093750,47.187500,27.348215,310400
1994-01-26,47.187500,47.343750,47.125000,47.312500,27.420654,145100
1994-01-27,47.406250,47.812500,47.343750,47.750000,27.674206,344500
1994-01-28,47.937500,48.031250,47.875000,47.875000,27.746649,356500
1994-01-31,48.062500,48.312500,48.000000,48.218750,27.945883,313800
1994-02-01,48.156250,48.156250,47.906250,47.968750,27.800976,303600
1994-02-02,48.125000,48.281250,48.093750,48.281250,27.982101,307600
1994-02-03,48.187500,48.187500,47.906250,48.062500,27.855324,466100
1994-02-04,48.062500,48.125000,46.968750,46.968750,27.221430,1403200
1994-02-07,46.843750,47.312500,46.843750,47.187500,27.348215,516400
1994-02-08,47.281250,47.281250,47.031250,47.218750,27.366316,188200
1994-02-09,47.250000,47.437500,47.187500,47.406250,27.474981,144600
1994-02-10,47.375000,47.406250,47.000000,47.000000,27.239532,883900
1994-02-11,47.031250,47.281250,46.812500,47.156250,27.330099,519400
1994-02-14,47.062500,47.375000,47.000000,47.218750,27.366316,2742100
1994-02-15,47.312500,47.500000,47.250000,47.468750,27.511204,374700
1994-02-16,47.531250,47.531250,47.343750,47.437500,27.493103,287600
1994-02-17,47.656250,47.687500,47.031250,47.156250,27.330099,342400
1994-02-18,47.187500,47.218750,46.750000,46.875000,27.167105,313300
1994-02-22,47.000000,47.343750,47.000000,47.343750,27.438768,154500
1994-02-23,47.406250,47.437500,47.062500,47.218750,27.366316,391700
1994-02-24,47.062500,47.062500,46.562500,46.593750,27.004082,770800
1994-02-25,46.656250,46.812500,46.562500,46.812500,27.130863,531300
1994-02-28,46.937500,47.062500,46.812500,46.812500,27.130863,333000
1994-03-01,46.812500,46.906250,46.375000,46.625000,27.022203,423600
1994-03-02,46.031250,46.687500,45.906250,46.687500,27.058435,581500
1994-03-03,46.625000,46.625000,46.437500,46.562500,26.985975,223200
1994-03-04,46.562500,46.812500,46.406250,46.687500,27.058435,595800
1994-03-07,46.843750,47.000000,46.843750,46.937500,27.203327,539800
1994-03-08,46.968750,46.968750,46.687500,46.750000,27.094652,880300
1994-03-09,46.812500,47.000000,46.593750,46.968750,27.221430,2500100
1994-03-10,46.937500,46.937500,46.437500,46.593750,27.004082,207400
1994-03-11,46.656250,46.906250,46.406250,46.843750,27.148981,576600
1994-03-14,47.031250,47.031250,46.843750,46.906250,27.185202,345900
1994-03-15,47.000000,47.093750,46.843750,46.875000,27.167105,748600
1994-03-16,46.937500,47.250000,46.781250,47.250000,27.384430,455500
1994-03-17,47.093750,47.312500,47.093750,47.250000,27.384430,133000
1994-03-18,46.750000,47.031250,46.718750,46.968750,27.378456,365500
1994-03-21,46.812500,46.937500,46.718750,46.843750,27.305588,324800
1994-03-22,46.843750,47.062500,46.750000,46.968750,27.378456,435700
1994-03-23,46.937500,47.062500,46.906250,46.937500,27.360254,698500
1994-03-24,46.750000,46.843750,46.156250,46.375000,27.032347,1200500
1994-03-25,46.406250,46.531250,45.937500,45.937500,26.777328,100900
1994-03-28,46.000000,46.062500,45.593750,46.000000,26.813751,1117200
1994-03-29,46.000000,46.031250,45.093750,45.093750,26.285507,338400
1994-03-30,45.125000,45.250000,44.468750,44.468750,25.921186,1123900
1994-03-31,44.468750,44.687500,43.531250,44.593750,25.994045,788800
1994-04-04,43.343750,44.031250,43.343750,43.906250,25.593296,2627300
1994-04-05,44.343750,44.812500,44.343750,44.812500,26.121559,1179000
1994-04-06,44.875000,44.906250,44.500000,44.812500,26.121559,516500
1994-04-07,44.781250,45.125000,44.531250,45.031250,26.249075,666100
1994-04-08,44.937500,44.937500,44.468750,44.687500,26.048693,242400
1994-04-11,44.812500,45.062500,44.703125,44.875000,26.157982,203300
1994-04-12,44.921875,45.000000,44.718750,44.812500,26.121559,1409200
1994-04-13,44.796875,44.906250,44.250000,44.578125,25.984930,364100
1994-04-14,44.500000,44.828125,44.406250,44.593750,25.994045,419900
1994-04-15,44.578125,44.781250,44.515625,44.593750,25.994045,387300
1994-04-18,44.640625,44.765625,44.156250,44.296875,25.820999,369100
1994-04-19,44.250000,44.531250,43.984375,44.359375,25.857416,472200
1994-04-20,44.406250,44.515625,44.078125,44.312500,25.830118,508000
1994-04-21,44.500000,44.968750,44.343750,44.906250,26.176205,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,26.148888,301800
1994-04-25,44.843750,45.359375,44.843750,45.328125,26.422119,394600
1994-04-26,45.265625,45.343750,45.187500,45.281250,26.394802,399000
1994-04-28,45.187500,45.250000,44.812500,44.953125,26.203531,287000
1994-04-29,44.875000,45.156250,44.812500,45.093750,26.285507,481900
1994-05-02,45.093750,45.718750,44.937500,45.375000,26.449451,275000
1994-05-03,45.390625,45.406250,45.062500,45.328125,26.422119,183400
1994-05-04,45.421875,45.421875,45.078125,45.250000,26.376589,401900
1994-05-05,45.296875,45.375000,45.187500,45.187500,26.340139,659800
1994-05-06,44.968750,44.968750,44.593750,44.750000,26.085136,216300
1994-05-09,44.625000,44.750000,44.281250,44.359375,25.857416,499300
1994-05-10,44.578125,44.843750,44.546875,44.703125,26.057810,583400
1994-05-11,44.656250,44.718750,44.171875,44.296875,25.820999,210600
1994-05-12,44.578125,44.625000,44.406250,44.515625,25.948503,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,25.948503,321300
1994-05-16,44.609375,44.750000,44.515625,44.531250,25.957594,450400
1994-05-17,44.562500,45.187500,44.500000,45.187500,26.340139,470200
1994-05-18,45.218750,45.687500,45.015625,45.515625,26.531424,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,26.658926,531000
1994-05-20,45.656250,45.687500,45.500000,45.562500,26.558737,370400
1994-05-23,45.515625,45.531250,45.343750,45.484375,26.513205,262700
1994-05-24,45.609375,45.843750,45.609375,45.671875,26.622482,549600
1994-05-25,45.500000,45.828125,45.343750,45.796875,26.695372,738200
1994-05-26,45.781250,45.937500,45.734375,45.828125,26.713560,369600
1994-05-27,45.750000,45.875000,45.671875,45.875000,26.740906,162000
1994-05-31,45.734375,45.906250,45.656250,45.812500,26.704453,160000
1994-06-01,45.703125,46.015625,45.562500,46.015625,26.822872,200500
1994-06-02,46.046875,46.046875,45.890625,45.968750,26.795544,55100
1994-06-03,46.000000,46.390625,45.859375,46.234375,26.950396,550400
1994-06-06,46.328125,46.468750,46.187500,46.218750,26.941280,99300
1994-06-07,46.140625,46.218750,46.031250,46.156250,26.904835,120600
1994-06-08,46.265625,46.265625,45.781250,45.781250,26.686253,131900
1994-06-09,45.984375,46.031250,45.890625,46.031250,26.831978,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,26.877525,83100
1994-06-13,46.046875,46.187500,46.031250,46.171875,26.913963,109700
1994-06-14,46.312500,46.546875,46.312500,46.531250,27.123444,161000
1994-06-15,46.546875,46.562500,46.312500,46.343750,27.014139,142800
1994-06-16,46.343750,46.468750,46.296875,46.437500,27.068789,44000
1994-06-17,46.156250,46.203125,45.812500,45.875000,26.917700,403800
1994-06-20,45.546875,45.625000,45.437500,45.484375,26.688499,137400
1994-06-21,45.453125,45.453125,44.906250,45.093750,26.459282,139200
1994-06-22,45.218750,45.421875,45.171875,45.265625,26.560135,279900
1994-06-23,45.343750,45.406250,44.937500,45.000000,26.404274,922500
1994-06-24,44.781250,44.781250,44.000000,44.062500,25.854191,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,26.303429,371200
1994-06-28,44.843750,44.843750,44.250000,44.609375,26.175074,5382300
1994-06-29,44.671875,45.015625,44.625000,44.750000,26.257587,311800
1994-06-30,44.828125,44.843750,44.312500,44.468750,26.092562,271900
1994-07-01,44.687500,44.687500,44.375000,44.562500,26.147573,406900
1994-07-05,44.656250,44.859375,44.515625,44.796875,26.285088,112000
1994-07-06,44.625000,44.812500,44.468750,44.734375,26.248419,174800
1994-07-07,44.734375,44.921875,44.687500,44.921875,26.358437,66700
1994-07-08,44.640625,44.984375,44.625000,44.906250,26.349262,148400
1994-07-11,44.937500,45.015625,44.531250,44.750000,26.257587,124000
1994-07-12,44.765625,44.828125,44.515625,44.812500,26.294262,257300
1994-07-13,44.828125,45.031250,44.828125,44.890625,26.340096,532700
1994-07-14,45.109375,45.468750,45.078125,45.375000,26.624319,494200
1994-07-15,45.343750,45.484375,45.328125,45.390625,26.633467,49100
1994-07-18,45.390625,45.578125,45.390625,45.468750,26.679323,72300
1994-07-19,45.546875,45.562500,45.375000,45.375000,26.624319,609500
1994-07-20,45.406250,45.406250,45.062500,45.171875,26.505129,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,26.560135,86300
1994-07-22,45.375000,45.406250,45.250000,45.343750,26.605991,151600
1994-07-25,45.359375,45.453125,45.312500,45.406250,26.642651,120900
1994-07-26,45.390625,45.421875,45.312500,45.359375,26.615152,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,26.615152,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,26.670147,828200
1994-07-29,45.765625,46.046875,45.750000,45.906250,26.936035,459100
1994-08-01,45.937500,46.156250,45.890625,46.125000,27.064375,486300
1994-08-02,46.281250,46.375000,46.031250,46.187500,27.101049,505500
1994-08-03,46.171875,46.234375,46.093750,46.203125,27.110216,144100
1994-08-04,46.171875,46.218750,45.921875,45.937500,26.954367,231700
1994-08-05,45.703125,45.843750,45.656250,45.781250,26.862686,138400
1994-08-08,45.828125,45.937500,45.781250,45.890625,26.926870,328600
1994-08-09,45.718750,45.968750,45.718750,45.968750,26.972692,105900
1994-08-10,46.000000,46.187500,45.937500,46.140625,27.073542,840300
1994-08-11,46.031250,46.234375,45.734375,45.968750,26.972692,876200
1994-08-12,46.046875,46.343750,46.046875,46.328125,27.183567,184100
1994-08-15,46.375000,46.484375,46.312500,46.312500,27.174393,325900
1994-08-16,46.343750,46.687500,46.156250,46.640625,27.366947,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,27.348593,133700
1994-08-18,46.453125,46.562500,46.406250,46.453125,27.256910,620000
1994-08-19,46.468750,46.515625,46.312500,46.421875,27.238581,103200
1994-08-22,46.437500,46.437500,46.281250,46.375000,27.211061,79700
1994-08-23,46.578125,46.859375,46.515625,46.640625,27.366947,268600
1994-08-24,46.687500,47.140625,46.671875,47.140625,27.660320,254700
1994-08-25,47.093750,47.203125,46.890625,47.015625,27.586952,147400
